"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","DIVERTED","CANCELLED","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY"
2015,11,22,7,"AA",1193,"N4XKAA","DFW","BNA",840,835,-5,22,857,105,107,80,631,1017,5,1025,1022,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"AA",186,"N3AYAA","ORD","BOS",1151,1221,30,11,1232,135,123,107,867,1519,5,1506,1524,18,0,0,"",0,0,18,0,0
2015,11,22,7,"WN",1497,"N411WN","LAX","ELP",1155,1155,0,14,1209,110,104,85,715,1434,5,1445,1439,-6,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"WN",1368,"N7704B","MCI","MSP",1215,1214,-1,16,1230,80,92,72,393,1342,4,1335,1346,11,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"WN",2419,"N417WN","ONT","SMF",1250,1319,29,7,1326,80,67,56,390,1422,4,1410,1426,16,0,0,"",0,0,16,0,0
2015,11,22,7,"AS",359,"N592AS","SMF","SEA",1440,1448,8,11,1459,108,96,78,605,1617,7,1628,1624,-4,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"WN",2968,"N407WN","SFO","MDW",1455,1453,-2,8,1501,255,246,223,1855,2044,15,2110,2059,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"MQ",3240,"N809MQ","PIA","ORD",1455,NA,NA,NA,NA,68,NA,NA,130,NA,NA,1603,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,11,22,7,"EV",5922,"N22909","SCE","ORD",1734,1748,14,5,1753,115,153,85,528,1818,63,1829,1921,52,0,0,"",38,0,14,0,0
2015,11,22,7,"DL",923,"N918DL","ATL","OMA",1833,1830,-3,13,1843,152,148,131,821,1954,4,2005,1958,-7,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"MQ",3344,"N505MQ","DTW","ORD",1845,NA,NA,NA,NA,89,NA,NA,235,NA,NA,1914,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,11,22,7,"DL",1207,"N372NW","DTW","SLC",1905,1906,1,48,1954,245,258,204,1481,2118,6,2110,2124,14,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"WN",341,"N8325D","LAS","LAX",1930,1927,-3,13,1940,65,63,41,236,2021,9,2035,2030,-5,0,0,"",NA,NA,NA,NA,NA
2015,11,22,7,"OO",7431,"N953SW","SLC","PIH",1959,2000,1,58,2058,51,87,25,150,2123,4,2050,2127,37,0,0,"",36,0,1,0,0
2015,11,23,1,"WN",2581,"N736SA","SNA","OAK",645,641,-4,22,703,95,89,62,371,805,5,820,810,-10,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"MQ",3371,"N941MQ","ORD","CMH",723,720,-3,23,743,83,75,46,296,929,6,946,935,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"WN",295,"N248WN","PDX","OAK",1035,1035,0,7,1042,100,90,78,543,1200,5,1215,1205,-10,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"AS",182,"N799AS","ANC","SEA",1100,1052,-8,16,1108,204,194,172,1448,1500,6,1524,1506,-18,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"DL",1733,"N919AT","ECP","ATL",1152,1148,-4,11,1159,71,61,41,240,1340,9,1403,1349,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"WN",5141,"N410WN","DEN","DTW",1255,1254,-1,8,1302,165,149,132,1123,1714,9,1740,1723,-17,0,0,"",NA,NA,NA,NA,NA
2015,11,23,1,"WN",482,"N370SW","MCO","BHM",1430,1455,25,11,1506,95,87,73,479,1519,3,1505,1522,17,0,0,"",0,0,1,16,0
2015,11,23,1,"AA",65,"N380AA","JFK","MIA",1600,1558,-2,23,1621,199,186,152,1089,1853,11,1919,1904,-15,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"WN",615,"N451WN","OKC","ATL",525,521,-4,8,529,125,105,89,761,758,8,830,806,-24,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"AA",2326,"N003AA","IAH","MIA",700,658,-2,14,712,144,129,108,964,1000,7,1024,1007,-17,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"OO",4835,"N440SW","MSP","XNA",906,902,-4,27,929,129,121,90,596,1059,4,1115,1103,-12,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"HA",168,"N488HA","HNL","KOA",955,949,-6,21,1010,47,53,27,163,1037,5,1042,1042,0,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"OO",5187,"N909SW","DEN","CID",1000,955,-5,24,1019,115,119,92,692,1251,3,1255,1254,-1,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"DL",1484,"N962DN","MSP","GEG",1141,1136,-5,11,1147,200,180,165,1175,1232,4,1301,1236,-25,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"UA",1150,"N39418","SAN","EWR",1236,1244,8,15,1259,324,309,285,2425,2044,9,2100,2053,-7,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"OO",5734,"N755SK","CVG","ORD",1443,1441,-2,22,1503,74,82,52,264,1455,8,1457,1503,6,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"B6",1969,"N523JB","BOS","FLL",1642,1646,4,28,1714,211,237,172,1237,2006,37,2013,2043,30,0,0,"",26,0,4,0,0
2015,11,24,2,"WN",2676,"N622SW","TUS","SAN",1905,1902,-3,10,1912,70,76,62,368,1914,4,1915,1918,3,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"EV",5261,"N917EV","ATL","SHV",2040,2046,6,16,2102,112,103,83,551,2125,4,2132,2129,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"EV",5108,"N867AS","AGS","ATL",530,529,-1,54,623,53,91,32,143,655,5,623,700,37,0,0,"",37,0,0,0,0
2015,11,25,3,"DL",750,"N350NA","BOS","JFK",600,555,-5,20,615,80,71,41,187,656,10,720,706,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"B6",22,"N565JB","PBI","BOS",730,730,0,10,740,174,171,157,1197,1017,4,1024,1021,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"UA",1946,"N33209","BOS","EWR",755,829,34,12,841,84,69,50,200,931,7,919,938,19,0,0,"",0,0,19,0,0
2015,11,25,3,"B6",683,"N956JB","JFK","MCO",804,759,-5,17,816,174,159,130,944,1026,12,1058,1038,-20,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"DL",1522,"N979AT","ATL","SDF",812,827,15,16,843,76,76,53,321,936,7,928,943,15,0,0,"",0,0,0,0,15
2015,11,25,3,"DL",850,"N373NW","MCO","BOS",1135,1134,-1,9,1143,172,162,146,1121,1409,7,1427,1416,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"UA",289,"N818UA","BZN","DEN",1406,1406,0,26,1432,101,112,82,524,1554,4,1547,1558,11,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"MQ",3355,"N658MQ","GGG","DFW",1500,1455,-5,7,1502,60,60,42,140,1544,11,1600,1555,-5,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"WN",2103,"N745SW","SAT","HOU",1520,1517,-3,12,1529,55,53,36,192,1605,5,1615,1610,-5,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"EV",4144,"N48901","CHS","EWR",1629,1619,-10,14,1633,119,118,94,628,1807,10,1828,1817,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"VX",923,"N640VA","LAX","SFO",1630,1629,-1,10,1639,75,72,57,337,1736,5,1745,1741,-4,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"MQ",3230,"N637MQ","DFW","MLI",1645,1643,-2,15,1658,115,114,93,691,1831,6,1840,1837,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"WN",585,"N8665D","MCO","PHX",1710,1738,28,10,1748,295,266,249,1849,1957,7,2005,2004,-1,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"MQ",3274,"N933MQ","IND","ORD",1732,1722,-10,10,1732,78,55,38,177,1710,7,1750,1717,-33,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"OO",5382,"N970SW","MBS","ORD",1954,1946,-8,11,1957,76,71,52,222,1949,8,2010,1957,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,25,3,"DL",1742,"N608AT","ATL","FAY",2109,2104,-5,18,2122,80,71,48,331,2210,5,2229,2215,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"WN",4460,"N8656B","BUF","PHX",725,725,0,7,732,310,295,282,1912,1014,6,1035,1020,-15,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"DL",2540,"N919DE","DTW","MSY",847,848,1,17,905,165,145,124,926,1009,4,1032,1013,-19,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"AA",2169,"N825AW","BOS","DCA",1100,1052,-8,18,1110,96,86,64,399,1214,4,1236,1218,-18,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"DL",1733,"N993AT","ATL","ECP",1108,1107,-1,15,1122,68,57,38,240,1100,4,1116,1104,-12,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"VX",411,"N632VA","JFK","LAX",1300,1256,-4,17,1313,380,373,351,2475,1604,5,1620,1609,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,26,4,"AA",2047,"N822AW","CLT","PBI",1625,1622,-3,11,1633,111,93,77,590,1750,5,1816,1755,-21,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"WN",3973,"N445WN","ABQ","HOU",610,612,2,10,622,125,112,95,759,857,7,915,904,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"DL",1092,"N983AT","GSP","ATL",700,658,-2,12,710,60,51,33,153,743,6,800,749,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"MQ",3426,"N657MQ","DFW","LFT",1027,1035,8,29,1104,82,90,56,351,1200,5,1149,1205,16,0,0,"",8,0,8,0,0
2015,11,27,5,"UA",1797,"N77530","TPA","IAH",1202,1153,-9,9,1202,147,136,121,787,1303,6,1329,1309,-20,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"WN",5594,"N647SW","PBI","BWI",1225,1231,6,11,1242,140,145,130,883,1452,4,1445,1456,11,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"UA",1736,"N76508","SMF","DEN",1258,1258,0,11,1309,137,144,123,909,1612,10,1615,1622,7,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"OO",5332,"N926SW","ORD","PAH",1429,1522,53,19,1541,81,75,52,342,1633,4,1550,1637,47,0,0,"",0,0,47,0,0
2015,11,27,5,"OO",4462,"N439SW","MKE","DTW",1630,1743,73,10,1753,69,63,44,237,1937,9,1839,1946,67,0,0,"",0,0,67,0,0
2015,11,27,5,"AS",461,"N626AS","LAX","SEA",1740,1730,-10,18,1748,165,162,136,954,2004,8,2025,2012,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"B6",329,"N309JB","JFK","RSW",1801,1838,37,32,1910,194,188,153,1074,2143,3,2115,2146,31,0,0,"",0,0,0,31,0
2015,11,27,5,"MQ",3238,"N856MQ","ORD","GRB",2028,2055,27,12,2107,59,43,29,173,2136,2,2127,2138,11,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"OO",6293,"N962SW","ACV","SFO",2031,2021,-10,9,2030,64,56,43,250,2113,4,2135,2117,-18,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"OO",4659,"N693CA","LAX","PHX",2115,2108,-7,16,2124,89,72,52,370,2316,4,2344,2320,-24,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"OO",5158,"N702SK","OMA","ORD",515,526,11,14,540,95,86,56,416,636,16,650,652,2,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"EV",4732,"N16919","IAH","ICT",845,853,8,12,905,106,95,77,542,1022,6,1031,1028,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"UA",637,"N596UA","EWR","SFO",859,847,-12,28,915,383,395,363,2565,1218,4,1222,1222,0,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"DL",2026,"N125DL","ATL","FLL",1000,1001,1,26,1027,110,115,86,581,1153,3,1150,1156,6,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"AA",334,"N378AA","ORD","MIA",1145,1139,-6,17,1156,181,164,141,1197,1517,6,1546,1523,-23,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",2074,"N8644C","PDX","OAK",1145,1147,2,8,1155,100,92,79,543,1314,5,1325,1319,-6,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"DL",1567,"N3771K","LAX","MSY",1238,1303,25,20,1323,219,205,175,1670,1818,10,1817,1828,11,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"AA",690,"N906AW","HNL","PHX",1400,1349,-11,29,1418,354,358,322,2917,2240,7,2254,2247,-7,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"EV",5527,"N878AS","ATL","BQK",1449,1446,-3,16,1502,62,60,41,238,1543,3,1551,1546,-5,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",2860,"N439WN","RNO","LAX",1520,1514,-6,12,1526,80,78,58,391,1624,8,1640,1632,-8,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",2634,"N488WN","BWI","MCO",1655,1654,-1,11,1705,145,120,102,787,1847,7,1920,1854,-26,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"MQ",3312,"N902MQ","BNA","ORD",1724,1715,-9,9,1724,117,111,76,409,1840,26,1921,1906,-15,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",1154,"N8308K","DEN","OAK",1730,1757,27,10,1807,160,143,126,957,1913,7,1910,1920,10,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",3327,"N557WN","DEN","RDU",1735,1742,7,8,1750,185,164,151,1436,2221,5,2240,2226,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"AA",2204,"N5FNAA","MCO","MIA",1750,1748,-2,15,1803,67,70,45,192,1848,10,1857,1858,1,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",3445,"N7736A","DAL","TUL",1810,1807,-3,15,1822,55,66,35,237,1857,16,1905,1913,8,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"MQ",3206,"N900MQ","CVG","ORD",1821,1809,-12,30,1839,90,112,57,264,1836,25,1851,1901,10,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"DL",1805,"N815DN","LGA","ATL",1900,1859,-1,34,1933,172,150,109,762,2122,7,2152,2129,-23,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",1731,"N217JC","SNA","SEA",1925,1942,17,7,1949,160,155,140,978,2209,8,2205,2217,12,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",3803,"N387SW","HOU","ELP",2050,2110,20,7,2117,115,107,96,677,2153,4,2145,2157,12,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"WN",817,"N8619F","SLC","LAS",530,534,4,44,618,95,108,59,368,617,5,605,622,17,0,0,"",17,0,0,0,0
2015,11,29,7,"B6",69,"N597JB","BOS","FLL",700,658,-2,18,716,208,197,170,1237,1006,9,1028,1015,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"EV",4661,"N11192","EWR","MSP",719,718,-1,10,728,201,189,169,1008,917,10,940,927,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"WN",391,"N638SW","DAL","TUL",740,744,4,8,752,60,49,34,237,826,7,840,833,-7,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"AS",879,"N531AS","SEA","LIH",835,829,-6,78,947,399,405,323,2701,1310,4,1314,1314,0,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"F9",1323,"N931FR","ORD","SLC",1010,1004,-6,23,1027,210,223,193,1250,1240,7,1240,1247,7,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"AA",1620,"N3JLAA","DEN","DFW",1115,1110,-5,12,1122,117,109,89,641,1351,8,1412,1359,-13,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"WN",329,"N8671D","MDW","DAL",1125,1137,12,13,1150,140,144,127,793,1357,4,1345,1401,16,0,0,"",4,0,12,0,0
2015,11,29,7,"AA",604,"N678AW","LAS","PHX",1145,1138,-7,19,1157,69,73,49,255,1346,5,1354,1351,-3,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"OO",4841,"N457SW","MSP","GFK",1326,1348,22,19,1407,77,71,49,284,1456,3,1443,1459,16,0,0,"",0,0,12,4,0
2015,11,29,7,"B6",1151,"N565JB","TPA","SJU",1506,1459,-7,12,1511,171,181,163,1237,1854,6,1857,1900,3,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"WN",1685,"N964WN","MSP","MDW",1510,1506,-4,12,1518,90,79,63,349,1621,4,1640,1625,-15,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"WN",417,"N568WN","SJC","SAN",1905,2050,105,10,2100,75,72,59,417,2159,3,2020,2202,102,0,0,"",0,0,94,8,0
2015,11,29,7,"DL",1878,"N320NB","BDL","DTW",1906,1905,-1,8,1913,119,104,91,549,2044,5,2105,2049,-16,0,0,"",NA,NA,NA,NA,NA
2015,11,29,7,"AA",2211,"N3DLAA","DFW","SNA",2030,2052,22,22,2114,199,219,190,1205,2224,7,2149,2231,42,0,0,"",20,0,16,6,0
2015,11,29,7,"DL",1441,"N326US","ATL","CLT",2305,2302,-3,14,2316,68,76,43,226,2359,19,13,18,5,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"OO",4979,"N751SK","PSP","IAH",714,710,-4,13,723,181,169,149,1269,1152,7,1215,1159,-16,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"AA",5,"N4XSAA","OKC","DFW",740,800,20,15,815,68,67,44,175,859,8,848,907,19,0,0,"",0,0,19,0,0
2015,11,30,1,"EV",4226,"N14923","STL","CLE",957,1013,16,15,1028,95,85,66,487,1234,4,1232,1238,6,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",977,"N968WN","MCO","ALB",1105,1057,-8,11,1108,160,154,140,1073,1328,3,1345,1331,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",1647,"N8672F","LAS","LAX",1225,1238,13,35,1313,70,86,43,236,1356,8,1335,1404,29,0,0,"",16,0,13,0,0
2015,11,30,1,"WN",1063,"N8622A","LAS","DAL",1245,1246,1,13,1259,160,140,123,1067,1702,4,1725,1706,-19,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"OO",4647,"N629BR","GTF","SLC",1303,1316,13,8,1324,87,72,60,463,1424,4,1430,1428,-2,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",392,"N8630B","MDW","PVD",1320,1320,0,13,1333,125,114,98,842,1611,3,1625,1614,-11,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",1962,"N272WN","TPA","SJU",1405,1403,-2,10,1413,170,170,156,1237,1749,4,1755,1753,-2,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",2407,"N399WN","LAS","OAK",1525,1615,50,11,1626,90,88,68,407,1734,9,1655,1743,48,0,0,"",0,0,0,48,0
2015,11,30,1,"DL",1307,"N921DN","ATL","RIC",1545,1543,-2,9,1552,90,76,63,481,1655,4,1715,1659,-16,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"UA",465,"N821UA","MSN","DEN",1619,1710,51,9,1719,156,132,114,826,1813,9,1755,1822,27,0,0,"",0,0,12,15,0
2015,11,30,1,"B6",1446,"N375JB","CLT","BOS",1740,1734,-6,16,1750,127,129,108,728,1938,5,1947,1943,-4,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",43,"N204WN","HOU","BOS",1855,1855,0,6,1901,210,196,184,1609,2305,6,2325,2311,-14,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"WN",1327,"N392SW","LAX","SMF",1920,2001,41,11,2012,80,76,61,373,2113,4,2040,2117,37,0,0,"",0,0,0,37,0
2015,11,30,1,"AA",1092,"N3GYAA","ORD","LAX",2025,2023,-2,14,2037,277,251,224,1744,2221,13,2302,2234,-28,0,0,"",NA,NA,NA,NA,NA
2015,11,30,1,"DL",893,"N972AT","ATL","GSP",2106,2105,-1,15,2120,63,44,25,153,2145,4,2209,2149,-20,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"AA",448,"N556UW","SLC","CLT",25,31,6,13,44,223,205,188,1727,552,4,608,556,-12,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"OO",6394,"N466SW","ELP","DEN",711,706,-5,12,718,117,111,92,563,850,7,908,857,-11,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"UA",1126,"N26902","IAH","DEN",900,916,16,17,933,154,141,117,862,1030,7,1034,1037,3,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"OO",5162,"N773SK","IAH","BFL",910,906,-4,23,929,227,237,210,1428,1059,4,1057,1103,6,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"WN",1598,"N7717D","LGA","MDW",925,920,-5,41,1001,165,173,117,725,1058,15,1110,1113,3,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"AA",1573,"N480AA","ABQ","DFW",1210,1210,0,18,1228,104,95,71,569,1439,6,1454,1445,-9,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"UA",714,"N471UA","DEN","BOS",1244,1236,-8,13,1249,231,218,195,1754,1804,10,1835,1814,-21,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"DL",2257,"N327NB","SNA","SLC",1330,1324,-6,7,1331,110,99,89,588,1600,3,1620,1603,-17,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"WN",4078,"N8604K","MDW","RSW",1335,1338,3,7,1345,170,160,148,1105,1713,5,1725,1718,-7,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"B6",1254,"N632JB","PBI","JFK",1445,1522,37,13,1535,166,158,128,1028,1743,17,1731,1800,29,0,0,"",0,0,17,12,0
2015,12,1,2,"WN",1030,"N739GB","SAT","DAL",1650,1646,-4,10,1656,60,56,42,248,1738,4,1750,1742,-8,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"OO",3490,"N225AG","SEA","FAT",1800,1756,-4,22,1818,120,126,99,748,1957,5,2000,2002,2,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"WN",957,"N268WN","ABQ","OAK",1825,1841,16,11,1852,150,145,129,889,2001,5,1955,2006,11,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"WN",2325,"N239WN","LAX","OAK",1925,1926,1,9,1935,80,69,54,337,2029,6,2045,2035,-10,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"UA",1571,"N69816","IAH","RSW",1950,1943,-7,12,1955,134,116,100,861,2235,4,2304,2239,-25,0,0,"",NA,NA,NA,NA,NA
2015,12,1,2,"WN",1716,"N259WN","MDW","STL",2120,2123,3,6,2129,70,64,52,251,2221,6,2230,2227,-3,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"AS",126,"N320AS","FAI","SEA",630,617,-13,12,629,215,209,191,1533,1040,6,1105,1046,-19,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"UA",1104,"N68453","DEN","IAH",800,756,-4,13,809,141,126,107,862,1056,6,1121,1102,-19,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"AA",1817,"N715UW","CLT","BNA",800,754,-6,37,831,91,108,65,328,836,6,831,842,11,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"UA",1725,"N78866","SFO","OGG",905,908,3,24,932,330,337,307,2338,1239,6,1235,1245,10,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"OO",6197,"N975SW","BUR","SFO",1026,1016,-10,10,1026,89,70,56,326,1122,4,1155,1126,-29,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"DL",1240,"N937DN","ATL","TUS",1135,1132,-3,15,1147,248,227,208,1541,1315,4,1343,1319,-24,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"OO",5730,"N754SK","IAH","SHV",1339,1332,-7,14,1346,60,56,37,192,1423,5,1439,1428,-11,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"EV",4392,"N16546","IAH","BHM",1401,1357,-4,15,1412,105,90,70,562,1522,5,1546,1527,-19,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"AA",836,"N977UY","SJU","CLT",1550,1543,-7,18,1601,234,238,203,1475,1824,17,1844,1841,-3,0,0,"",NA,NA,NA,NA,NA
2015,12,2,3,"UA",1462,"N69839","EWR","PHX",1858,2016,78,44,2100,340,329,278,2133,2338,7,2238,2345,67,0,0,"",0,0,67,0,0
2015,12,2,3,"EV",3816,"N13913","IAH","PNS",1922,1953,31,16,2009,88,82,60,489,2109,6,2050,2115,25,0,0,"",25,0,0,0,0
2015,12,2,3,"OO",4836,"N617QX","SEA","BZN",2150,2224,34,25,2249,103,96,69,543,58,2,33,100,27,0,0,"",0,0,0,27,0
2015,12,3,4,"WN",2736,"N430WN","BOS","BWI",525,523,-2,14,537,100,96,73,369,650,9,705,659,-6,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"DL",1602,"N6711M","LAS","ATL",600,556,-4,14,610,223,212,191,1747,1221,7,1243,1228,-15,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"VX",874,"N528VA","LAX","DAL",815,811,-4,10,821,180,165,150,1246,1251,5,1315,1256,-19,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"WN",1474,"N490WN","IND","TPA",1040,1038,-2,6,1044,130,127,116,837,1240,5,1250,1245,-5,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"EV",2786,"N902EV","DFW","GRK",1045,1044,-1,22,1106,56,50,26,134,1132,2,1141,1134,-7,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"OO",4440,"N897SK","SLC","GEG",1130,1125,-5,20,1145,109,96,73,546,1158,3,1219,1201,-18,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"WN",877,"N439WN","TPA","FNT",1135,1137,2,12,1149,160,156,139,1036,1408,5,1415,1413,-2,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"AA",64,"N394AA","MIA","JFK",1240,1236,-4,29,1305,172,170,136,1089,1521,5,1532,1526,-6,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"OO",6296,"N128SY","ORD","ATL",1349,1359,10,30,1429,116,118,82,606,1651,6,1645,1657,12,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"MQ",3181,"N652MQ","CVG","ORD",1520,1520,0,19,1539,87,79,51,264,1530,9,1547,1539,-8,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"OO",7380,"N889AS","SLC","CDC",1700,1657,-3,14,1711,50,56,38,221,1749,4,1750,1753,3,0,0,"",NA,NA,NA,NA,NA
